1_0_0_1_0_0_463159_0_0_0               |                                                   |  1_0_0_463159=simayazadiirannationaltv                   |  =--------
1_0_19_14B7_407_1_C00000_0_0_0         |  PULS 4 HD Austria                                |  14B7_407_1_C00000=--------                              |  puls 4 hd austria=puls4hd
1_0_1_1A9_1518_13E_820000_0_0_0        |  P_TEST                                           |  1A9_1518_13E_820000=--------                            |  p_test=--------
1_0_1_133_9CD6_77E_DCA0000_0_0_0       |  Padel TV                                         |  133_9CD6_77E_DCA0000=--------                           |  padel tv=padeltimetv
1_0_1_1D6_26AC_13F_820000_0_0_0        |  Padel Time TV                                    |  1D6_26AC_13F_820000=--------                            |  padel time tv=padeltimetv
1_0_1_4238_3DB8_13E_820000_0_0_0       |  Padre Pio Tv                                     |  4238_3DB8_13E_820000=--------                           |  padre pio tv=teleradiopadrepiotv
1_0_A_138C_384_5000_DC00000_0_0_0      |  Pal Quraan 2                                     |  138C_384_5000_DC00000=--------                          |  pal quraan 2=--------
1_0_1_132E_1F4_5000_DC00000_0_0_0      |  Palestine                                        |  132E_1F4_5000_DC00000=--------                          |  palestine=palestiniansatellitechannel
1_0_1_44F_B_800_DCA0000_0_0_0          |  Palestine                                        |  44F_B_800_DCA0000=--------                              |  palestine=palestiniansatellitechannel
1_0_1_D16_1A_1A_1040000_0_0_0          |  Palestine                                        |  D16_1A_1A_1040000=--------                              |  palestine=palestiniansatellitechannel
1_0_1_D16_384_5000_DC00000_0_0_0       |  Palestine                                        |  D16_384_5000_DC00000=--------                           |  palestine=palestiniansatellitechannel
1_0_19_18CE_190_5000_DC00000_0_0_0     |  Palestine EDU                                    |  18CE_190_5000_DC00000=--------                          |  palestine edu=palestiniansatellitechannel
1_0_19_4B0_1A_1A_1040000_0_0_0         |  Palestine EDU                                    |  4B0_1A_1A_1040000=--------                              |  palestine edu=palestiniansatellitechannel
1_0_19_18A6_190_5000_DC00000_0_0_0     |  Palestine HD                                     |  18A6_190_5000_DC00000=--------                          |  palestine hd=palestiniansatellitechannel
1_0_19_488_1A_1A_1040000_0_0_0         |  Palestine HD                                     |  488_1A_1A_1040000=--------                              |  palestine hd=palestiniansatellitechannel
1_0_1_D02_1A_1A_1040000_0_0_0          |  Palestine Live                                   |  D02_1A_1A_1040000=--------                              |  palestine live=palestinemobasher
1_0_1_D02_384_5000_DC00000_0_0_0       |  Palestine Live                                   |  D02_384_5000_DC00000=--------                           |  palestine live=palestinemobasher
1_0_19_18BA_190_5000_DC00000_0_0_0     |  Palestine Live HD                                |  18BA_190_5000_DC00000=--------                          |  palestine live hd=palestinemobasher
1_0_19_49C_1A_1A_1040000_0_0_0         |  Palestine Live HD                                |  49C_1A_1A_1040000=--------                              |  palestine live hd=palestinemobasher
1_0_1_BAE_1A_1A_1040000_0_0_0          |  Palestine News                                   |  BAE_1A_1A_1040000=--------                              |  palestine news=palestiniansatellitechannel
1_0_1_BAE_384_5000_DC00000_0_0_0       |  Palestine News                                   |  BAE_384_5000_DC00000=--------                           |  palestine news=palestiniansatellitechannel
1_0_19_18C4_190_5000_DC00000_0_0_0     |  Palestine News HD                                |  18C4_190_5000_DC00000=--------                          |  palestine news hd=palestiniansatellitechannel
1_0_19_4A6_1A_1A_1040000_0_0_0         |  Palestine News HD                                |  4A6_1A_1A_1040000=--------                              |  palestine news hd=palestiniansatellitechannel
1_0_A_138B_384_5000_DC00000_0_0_0      |  Palestine Quraan                                 |  138B_384_5000_DC00000=--------                          |  palestine quraan=quranradionablus
1_0_2_46A_B_800_DCA0000_0_0_0          |  Palestine Radio                                  |  46A_B_800_DCA0000=--------                              |  palestine radio=voiceofpalestine
1_0_19_D66_1A_1A_1040000_0_0_0         |  Palestine Sport                                  |  D66_1A_1A_1040000=--------                              |  palestine sport=palestinesport
1_0_19_D66_384_5000_DC00000_0_0_0      |  Palestine Sport                                  |  D66_384_5000_DC00000=--------                           |  palestine sport=palestinesport
1_0_19_1F5F_12_6E_DCA0000_0_0_0        |  Palestine Today                                  |  1F5F_12_6E_DCA0000=--------                             |  palestine today=palestinealyawm
1_0_1_11_0_0_1CC2B57_0_0_0             |  Palitra News                                     |  11_0_0_1CC2B57=--------                                 |  palitra news=palitranews
1_0_1_548_75FB_16E_A00000_0_0_0        |  Palma Plus                                       |  548_75FB_16E_A00000=--------                            |  palma plus=tvpalmaplus
1_0_1_9D9_26_36_CE40000_0_0_0          |  Panda Kids                                       |  9D9_26_36_CE40000=--------                              |  panda kids=pandakids
1_0_1_EE5_26_36_CE40000_0_0_0          |  Panda Kids                                       |  EE5_26_36_CE40000=--------                              |  panda kids=pandakids
1_0_1_40A_7_AA_5A0000_0_0_0            |  Panik TV                                         |  40A_7_AA_5A0000=--------                                |  panik tv=paniktv
1_0_2_D792_82F_2_11A0000_0_0_0         |  Panjab Radio                                     |  D792_82F_2_11A0000=--------                             |  panjab radio=panjabradio
1_0_1_1DBF_82D_2_11A0000_0_0_0         |  Panjab TV                                        |  1DBF_82D_2_11A0000=--------                             |  panjab tv=panjabtv
1_0_1_4EE0_C9F_3_EB0000_0_0_0          |  Panon TV                                         |  4EE0_C9F_3_EB0000=--------                              |  panon tv=pannonrtv
1_0_1_5F1_4E84_16E_A00000_0_0_0        |  Panon TV                                         |  5F1_4E84_16E_A00000=--------                            |  panon tv=pannonrtv
1_0_2_CE4_1137_21AC_1040000_0_0_0      |  Panorama                                         |  CE4_1137_21AC_1040000=--------                          |  panorama=--------
1_0_1_89F_16_800_DCA0000_0_0_0         |  Panorama Drama                                   |  89F_16_800_DCA0000=--------                             |  panorama drama=pncdrama
1_0_1_8A0_16_800_DCA0000_0_0_0         |  Panorama Drama 2                                 |  8A0_16_800_DCA0000=--------                             |  panorama drama 2=--------
1_0_2_36_1BC0_2BE_1040000_0_0_0        |  Panorama FM                                      |  36_1BC0_2BE_1040000=--------                            |  panorama fm=panoramafm
1_0_1_8A1_16_800_DCA0000_0_0_0         |  Panorama Film                                    |  8A1_16_800_DCA0000=--------                             |  panorama film=--------
1_0_1_8A2_16_800_DCA0000_0_0_0         |  Panorama Food                                    |  8A2_16_800_DCA0000=--------                             |  panorama food=pncfood
1_0_1_1900_3FC_39E_1860000_0_0_0       |  Panorama TV                                      |  1900_3FC_39E_1860000=--------                           |  panorama tv=panorama
1_0_1_21_1964_13E_820000_0_0_0         |  Paramount Network Polska                         |  21_1964_13E_820000=--------                             |  paramount network polska=paramountnetwork
1_0_1_D_1964_13E_820000_0_0_0          |  Paramount Network Polska                         |  D_1964_13E_820000=--------                              |  paramount network polska=paramountnetwork
1_0_2_9B_1838_9E_5A0000_0_0_0          |  Parlamenti Radio (AAC)                           |  9B_1838_9E_5A0000=--------                              |  parlamenti radio (aac)=parlamentiradio
1_0_1_3E8_6_6_CE40000_0_0_0            |  Parlamento                                       |  3E8_6_6_CE40000=--------                                |  parlamento=canalparlamento
1_0_1_1FE_384_13E_820000_0_0_0         |  Parole di Vita                                   |  1FE_384_13E_820000=--------                             |  parole di vita=paroledivita
1_0_1_28_194E_194E_2080000_0_0_0       |  Pars TV                                          |  28_194E_194E_2080000=--------                           |  pars tv=parstv
1_0_1_92_D_1C_1860000_0_0_0            |  Party Mix                                        |  92_D_1C_1860000=--------                                |  party mix=partymix
1_0_1_1B9_A_2_130000_0_0_0             |  Passion XXX                                      |  1B9_A_2_130000=--------                                 |  passion xxx=passionxxx
1_0_1_1BF_A_2_130000_0_0_0             |  Passion XXX 2                                    |  1BF_A_2_130000=--------                                 |  passion xxx 2=passionxxx
1_0_2_134A_CA2_3_EB0000_0_0_0          |  Patria                                           |  134A_CA2_3_EB0000=radioslovakiainternational            |  patria=radiopatria
1_0_2_1342_CA2_3_EB0000_0_0_0          |  PatriaFM                                         |  1342_CA2_3_EB0000=--------                              |  patriafm=radiopatria_radiofm
1_0_2_1343_CA2_3_EB0000_0_0_0          |  PatriaRD                                         |  1343_CA2_3_EB0000=--------                              |  patriard=radiopatria_radiodevin
1_0_1_6_211E_211E_2080000_0_0_0        |  Payam Aramesh HD                                 |  6_211E_211E_2080000=--------                            |  payam aramesh hd=payamaramesh
1_0_1_21_194E_194E_2080000_0_0_0       |  Payam E Doost                                    |  21_194E_194E_2080000=--------                           |  payam e doost=--------
1_0_19_1BFE_C88_3_EB0000_0_0_0         |  Penthouse Gold                                   |  1BFE_C88_3_EB0000=--------                              |  penthouse gold=penthousegold
1_0_1F_82_B1_39E_1860000_0_0_0         |  Penthouse Gold                                   |  82_B1_39E_1860000=penthousepassion_penthousegold        |  penthouse gold=penthousegold
1_0_1_131_10_1C_1860000_0_0_0          |  Penthouse Gold                                   |  131_10_1C_1860000=--------                              |  penthouse gold=penthousegold
1_0_19_1C0C_C88_3_EB0000_0_0_0         |  Penthouse Gold CZ                                |  1C0C_C88_3_EB0000=--------                              |  penthouse gold cz=penthousegold
1_0_1F_E4_B2_39E_1860000_0_0_0         |  Penthouse Passion                                |  E4_B2_39E_1860000=--------                              |  penthouse passion=penthousepassion
1_0_19_1FB_2134_9C_5A0000_0_0_0        |  Penthouse Passion HD                             |  1FB_2134_9C_5A0000=--------                             |  penthouse passion hd=penthousepassion
1_0_19_1BFF_C88_3_EB0000_0_0_0         |  Penthouse Reality TV                             |  1BFF_C88_3_EB0000=--------                              |  penthouse reality tv=penthouserealitytvbangbros
1_0_19_1C0D_C88_3_EB0000_0_0_0         |  Penthouse Reality TV CZ                          |  1C0D_C88_3_EB0000=--------                              |  penthouse reality tv cz=penthouserealitytvbangbros
1_0_1_206_384_13E_820000_0_0_0         |  People TV                                        |  206_384_13E_820000=--------                             |  people tv=peopletv
1_0_16_8E_251C_D5_820000_0_0_0         |  Perets Int.                                      |  8E_251C_D5_820000=--------                              |  perets int.=--------
1_0_1F_7D_B1_39E_1860000_0_0_0         |  Peretz                                           |  7D_B1_39E_1860000=--------                              |  peretz=peretzinternational
1_0_16_143_2_1_1860000_0_0_0           |  Peretz Int.                                      |  143_2_1_1860000=--------                                |  peretz int.=--------
1_0_1_1E33_C9E_3_EB0000_0_0_0          |  Pershiy                                          |  1E33_C9E_3_EB0000=--------                              |  pershiy=pershiy
1_0_1_1EFB_2E_55_300000_0_0_0          |  Pershiy                                          |  1EFB_2E_55_300000=--------                              |  pershiy=pershiy
1_0_1_3_1D36_1D36_2080000_0_0_0        |  Persiana Cinema                                  |  3_1D36_1D36_2080000=--------                            |  persiana cinema=persianacinema
1_0_1_7_1D36_1D36_2080000_0_0_0        |  Persiana Comedy                                  |  7_1D36_1D36_2080000=--------                            |  persiana comedy=persianacomedy
1_0_1_C_1566_1566_2080000_0_0_0        |  Persiana Docs                                    |  C_1566_1566_2080000=--------                            |  persiana docs=persianadocumentary
1_0_1_1_1D36_1D36_2080000_0_0_0        |  Persiana Family                                  |  1_1D36_1D36_2080000=--------                            |  persiana family=persianafamily
1_0_1_16_2506_2506_2080000_0_0_0       |  Persiana Fight HD                                |  16_2506_2506_2080000=--------                           |  persiana fight hd=--------
1_0_1_17_1D36_1D36_2080000_0_0_0       |  Persiana Folk                                    |  17_1D36_1D36_2080000=--------                           |  persiana folk=--------
1_0_1_203_765C_7E_460000_0_0_0         |  Persiana HD                                      |  203_765C_7E_460000=--------                             |  persiana hd=persianahd
1_0_1_5_1D36_1D36_2080000_0_0_0        |  Persiana Iranian                                 |  5_1D36_1D36_2080000=--------                            |  persiana iranian=persianairanian
1_0_1_4_1D36_1D36_2080000_0_0_0        |  Persiana Junior                                  |  4_1D36_1D36_2080000=--------                            |  persiana junior=persianajunior
1_0_1_18_1D36_1D36_2080000_0_0_0       |  Persiana Korea                                   |  18_1D36_1D36_2080000=--------                           |  persiana korea=persianakorea
1_0_1_5_117E_117E_2080000_0_0_0        |  Persiana Latino                                  |  5_117E_117E_2080000=--------                            |  persiana latino=--------
1_0_1_26_117E_117E_2080000_0_0_0       |  Persiana Medical                                 |  26_117E_117E_2080000=--------                           |  persiana medical=persianamedical
1_0_1_D_1D36_1D36_2080000_0_0_0        |  Persiana Music                                   |  D_1D36_1D36_2080000=--------                            |  persiana music=persianamusic
1_0_1_E_1D36_1D36_2080000_0_0_0        |  Persiana Nostalgia                               |  E_1D36_1D36_2080000=--------                            |  persiana nostalgia=persiananostalgia
1_0_1_6_117E_117E_2080000_0_0_0        |  Persiana Reality                                 |  6_117E_117E_2080000=--------                            |  persiana reality=--------
1_0_1_8_1D36_1D36_2080000_0_0_0        |  Persiana Series                                  |  8_1D36_1D36_2080000=--------                            |  persiana series=--------
1_0_1_4_1_0_208AC9C_0_0_0              |  Persiana Set Mix                                 |  4_1_0_208AC9C=--------                                  |  persiana set mix=--------
1_0_1_2D_1D36_1D36_2080000_0_0_0       |  Persiana Sports                                  |  2D_1D36_1D36_2080000=--------                           |  persiana sports=--------
1_0_1_6_1_0_208AC9C_0_0_0              |  Persiana Sports                                  |  6_1_0_208AC9C=--------                                  |  persiana sports=--------
1_0_1_B_117E_117E_2080000_0_0_0        |  Persiana Sports 2                                |  B_117E_117E_2080000=--------                            |  persiana sports 2=persianasports2
1_0_1_C_1D36_1D36_2080000_0_0_0        |  Persiana Sports 2                                |  C_1D36_1D36_2080000=--------                            |  persiana sports 2=persianasports2
1_0_1_1_1_0_208AC9C_0_0_0              |  Persiana Sports 3                                |  1_1_0_208AC9C=--------                                  |  persiana sports 3=persianasports3
1_0_1_2_1_0_208AC9C_0_0_0              |  Persiana Sports 4                                |  2_1_0_208AC9C=--------                                  |  persiana sports 4=persianasports4
1_0_1_8_1566_1566_2080000_0_0_0        |  Persiana Sports HD                               |  8_1566_1566_2080000=--------                            |  persiana sports hd=--------
1_0_1_11_1566_1566_2080000_0_0_0       |  Persiana Teen                                    |  11_1566_1566_2080000=--------                           |  persiana teen=--------
1_0_1_20A_765C_7E_460000_0_0_0         |  Persiana Travel                                  |  20A_765C_7E_460000=--------                             |  persiana travel=--------
1_0_1_7_1566_1566_2080000_0_0_0        |  Persiana Vibe                                    |  7_1566_1566_2080000=--------                            |  persiana vibe=--------
1_0_19_C26_3_FF00_2032C56_0_0_0        |  Pervyj informacionnyj                            |  C26_3_FF00_2032C56=--------                             |  pervyj informacionnyj=--------
1_0_2_E60_5_1_E080000_0_0_0            |  Petofi Radio                                     |  E60_5_1_E080000=--------                                |  petofi radio=petofiradio
1_0_2_98_1838_9E_5A0000_0_0_0          |  Petofi Radio (AAC)                               |  98_1838_9E_5A0000=--------                              |  petofi radio (aac)=petofiradio
1_0_2_A2_1838_9E_5A0000_0_0_0          |  Petofi Radio (L2)                                |  A2_1838_9E_5A0000=--------                              |  petofi radio (l2)=petofiradio
1_0_1_300_9D08_16E_A00000_0_0_0        |  Pickbox                                          |  300_9D08_16E_A00000=--------                            |  pickbox=pickboxtv
1_0_16_38_3_40_A00000_0_0_0            |  Pickbox 1.                                       |  38_3_40_A00000=--------                                 |  pickbox 1.=--------
1_0_16_52_1_40_A00000_0_0_0            |  Pickbox 2.                                       |  52_1_40_A00000=--------                                 |  pickbox 2.=--------
1_0_16_E1_25E4_D5_820000_0_0_0         |  Pickbox TV                                       |  E1_25E4_D5_820000=--------                              |  pickbox tv=pickboxtv
1_0_19_DE_2_1_1860000_0_0_0            |  Pickbox TV HD                                    |  DE_2_1_1860000=--------                                 |  pickbox tv hd=pickboxtv
1_0_1_681_9FC4_16E_A00000_0_0_0        |  Pikaboo                                          |  681_9FC4_16E_A00000=--------                            |  pikaboo=pikaboo
1_0_1_30B_9D08_16E_A00000_0_0_0        |  Pikaboo Slo/Hr                                   |  30B_9D08_16E_A00000=--------                            |  pikaboo slo/hr=--------
1_0_1_4E4E_CA7_3_EB0000_0_0_0          |  Pink Action                                      |  4E4E_CA7_3_EB0000=--------                              |  pink action=pinkaction
1_0_1_5F2_4E84_16E_A00000_0_0_0        |  Pink Action                                      |  5F2_4E84_16E_A00000=--------                            |  pink action=pinkaction
1_0_1_69_CB2B_16E_A00000_0_0_0         |  Pink BH                                          |  69_CB2B_16E_A00000=--------                             |  pink bh=pinkbh
1_0_1_4F13_CA5_3_EB0000_0_0_0          |  Pink BiH                                         |  4F13_CA5_3_EB0000=--------                              |  pink bih=pinkbh
1_0_1_4E73_CA8_3_EB0000_0_0_0          |  Pink Classic                                     |  4E73_CA8_3_EB0000=--------                              |  pink classic=pinkclassic
1_0_1_5B_CB2B_16E_A00000_0_0_0         |  Pink Classic                                     |  5B_CB2B_16E_A00000=--------                             |  pink classic=pinkclassic
1_0_1_41_CB2C_16E_A00000_0_0_0         |  Pink Comedy                                      |  41_CB2C_16E_A00000=--------                             |  pink comedy=pinkcomedy
1_0_1_4E51_CA7_3_EB0000_0_0_0          |  Pink Comedy                                      |  4E51_CA7_3_EB0000=--------                              |  pink comedy=pinkcomedy
1_0_1_4E50_C9C_3_EB0000_0_0_0          |  Pink Crime&Mistery                               |  4E50_C9C_3_EB0000=--------                              |  pink crime&mistery=pinkcrimeandmystery
1_0_1_35_CB2C_16E_A00000_0_0_0         |  Pink Crime&Mystery                               |  35_CB2C_16E_A00000=--------                             |  pink crime&mystery=pinkcrimeandmystery
1_0_1_2_CB2B_16E_A00000_0_0_0          |  Pink Extra                                       |  2_CB2B_16E_A00000=--------                              |  pink extra=pinkextra
1_0_16_C_CB2B_16E_A00000_0_0_0         |  Pink Family                                      |  C_CB2B_16E_A00000=--------                              |  pink family=pinkfamily
1_0_1_4E58_CA8_3_EB0000_0_0_0          |  Pink Film                                        |  4E58_CA8_3_EB0000=--------                              |  pink film=pinkfilm
1_0_1_9_CB2B_16E_A00000_0_0_0          |  Pink Film                                        |  9_CB2B_16E_A00000=--------                              |  pink film=pinkfilm
1_0_1_40_CB2C_16E_A00000_0_0_0         |  Pink Folk                                        |  40_CB2C_16E_A00000=--------                             |  pink folk=pinkfolk1
1_0_1_4EAD_C9F_3_EB0000_0_0_0          |  Pink Folk                                        |  4EAD_C9F_3_EB0000=--------                              |  pink folk=pinkfolk1
1_0_1_44_CB2C_16E_A00000_0_0_0         |  Pink Folk 2                                      |  44_CB2C_16E_A00000=--------                             |  pink folk 2=pinkfolk2
1_0_19_48_CB2C_16E_A00000_0_0_0        |  Pink HD                                          |  48_CB2C_16E_A00000=--------                             |  pink hd=rtvpink
1_0_1_4EB8_CA4_3_EB0000_0_0_0          |  Pink Hits 1                                      |  4EB8_CA4_3_EB0000=--------                              |  pink hits 1=pinkhits
1_0_1_B8_CB2C_16E_A00000_0_0_0         |  Pink Hits 1                                      |  B8_CB2C_16E_A00000=--------                             |  pink hits 1=pinkhits
1_0_1_3E_CB2C_16E_A00000_0_0_0         |  Pink Hits 2                                      |  3E_CB2C_16E_A00000=--------                             |  pink hits 2=pinkhits2
1_0_1_43_CB2C_16E_A00000_0_0_0         |  Pink Horror                                      |  43_CB2C_16E_A00000=--------                             |  pink horror=pinkhorror
1_0_1_50_CB2B_16E_A00000_0_0_0         |  Pink Kids                                        |  50_CB2B_16E_A00000=--------                             |  pink kids=pinkids
1_0_1_3F_CB2C_16E_A00000_0_0_0         |  Pink Koncert                                     |  3F_CB2C_16E_A00000=--------                             |  pink koncert=pinkkoncert
1_0_1_65_CB2B_16E_A00000_0_0_0         |  Pink Kuvar                                       |  65_CB2B_16E_A00000=--------                             |  pink kuvar=pinkkuvar
1_0_1_6A_CB2B_16E_A00000_0_0_0         |  Pink M                                           |  6A_CB2B_16E_A00000=--------                             |  pink m=pinkm
1_0_1_4E78_CA8_3_EB0000_0_0_0          |  Pink Movies                                      |  4E78_CA8_3_EB0000=--------                              |  pink movies=pinkmovies
1_0_1_8_CB2B_16E_A00000_0_0_0          |  Pink Movies                                      |  8_CB2B_16E_A00000=--------                              |  pink movies=pinkmovies
1_0_1_A_CB2B_16E_A00000_0_0_0          |  Pink Music                                       |  A_CB2B_16E_A00000=--------                              |  pink music=pinkmusic
1_0_1_4EC0_C9F_3_EB0000_0_0_0          |  Pink Music 2                                     |  4EC0_C9F_3_EB0000=--------                              |  pink music 2=pinkmusic2
1_0_1_53_CB2B_16E_A00000_0_0_0         |  Pink Music 2                                     |  53_CB2B_16E_A00000=--------                             |  pink music 2=pinkmusic2
1_0_2_3_CB2B_16E_A00000_0_0_0          |  Pink Music 2                                     |  3_CB2B_16E_A00000=--------                              |  pink music 2=pinkmusic2
1_0_1_3D_CB2C_16E_A00000_0_0_0         |  Pink Pedia                                       |  3D_CB2C_16E_A00000=--------                             |  pink pedia=pinkpedia
1_0_1_1_CB2B_16E_A00000_0_0_0          |  Pink Plus                                        |  1_CB2B_16E_A00000=--------                              |  pink plus=pinkplus
1_0_1_4E4C_CA7_3_EB0000_0_0_0          |  Pink Premium                                     |  4E4C_CA7_3_EB0000=--------                              |  pink premium=pinkpremium
1_0_19_39_CB2C_16E_A00000_0_0_0        |  Pink Premium HD                                  |  39_CB2C_16E_A00000=--------                             |  pink premium hd=pinkpremium
1_0_1_38_CB2C_16E_A00000_0_0_0         |  Pink Reality                                     |  38_CB2C_16E_A00000=--------                             |  pink reality=pinkreality
1_0_1_4E96_CA8_3_EB0000_0_0_0          |  Pink Reality                                     |  4E96_CA8_3_EB0000=--------                              |  pink reality=pinkreality
1_0_1_36_CB2C_16E_A00000_0_0_0         |  Pink Romance                                     |  36_CB2C_16E_A00000=--------                             |  pink romance=pinkromance
1_0_1_4E42_C9C_3_EB0000_0_0_0          |  Pink Romance                                     |  4E42_C9C_3_EB0000=--------                              |  pink romance=pinkromance
1_0_1_4E55_CA7_3_EB0000_0_0_0          |  Pink Sci-Fi & Fantasy                            |  4E55_CA7_3_EB0000=--------                              |  pink sci-fi & fantasy=pinkscifiandfantasy
1_0_1_37_CB2C_16E_A00000_0_0_0         |  Pink Sci-Fi&Fantasy                              |  37_CB2C_16E_A00000=--------                             |  pink sci-fi&fantasy=pinkscifiandfantasy
1_0_1_4E71_CA8_3_EB0000_0_0_0          |  Pink Serije                                      |  4E71_CA8_3_EB0000=--------                              |  pink serije=pinkserije
1_0_1_62_CB2B_16E_A00000_0_0_0         |  Pink Serije                                      |  62_CB2B_16E_A00000=--------                             |  pink serije=pinkserije
1_0_1_64_CB2B_16E_A00000_0_0_0         |  Pink Show                                        |  64_CB2B_16E_A00000=--------                             |  pink show=pinkshow
1_0_1_3A_CB2C_16E_A00000_0_0_0         |  Pink Soap                                        |  3A_CB2C_16E_A00000=--------                             |  pink soap=pinksoap
1_0_1_5C_CB2C_16E_A00000_0_0_0         |  Pink Style                                       |  5C_CB2C_16E_A00000=--------                             |  pink style=pinkstyle
1_0_1_66_CB2B_16E_A00000_0_0_0         |  Pink Super Kids                                  |  66_CB2B_16E_A00000=--------                             |  pink super kids=superkids
1_0_1_34_CB2C_16E_A00000_0_0_0         |  Pink Thriller                                    |  34_CB2C_16E_A00000=--------                             |  pink thriller=pinkthriller
1_0_1_4E4F_CA7_3_EB0000_0_0_0          |  Pink Thriller                                    |  4E4F_CA7_3_EB0000=--------                              |  pink thriller=pinkthriller
1_0_1_4E53_C9F_3_EB0000_0_0_0          |  Pink Western                                     |  4E53_C9F_3_EB0000=--------                              |  pink western=pinkwestern
1_0_1_5A_CB2B_16E_A00000_0_0_0         |  Pink Western                                     |  5A_CB2B_16E_A00000=--------                             |  pink western=pinkwestern
1_0_1_4E74_C9F_3_EB0000_0_0_0          |  Pink World Cinema                                |  4E74_C9F_3_EB0000=--------                              |  pink world cinema=pinkworldcinema
1_0_1_63_CB2B_16E_A00000_0_0_0         |  Pink World Cinema                                |  63_CB2B_16E_A00000=--------                             |  pink world cinema=pinkworldcinema
1_0_1_3C_CB2C_16E_A00000_0_0_0         |  Pink Zabava                                      |  3C_CB2C_16E_A00000=--------                             |  pink zabava=pinkzabava
1_0_1_4E70_CA6_3_EB0000_0_0_0          |  Pink family                                      |  4E70_CA6_3_EB0000=--------                              |  pink family=pinkfamily
1_0_1_4EB7_CA6_3_EB0000_0_0_0          |  Pink music                                       |  4EB7_CA6_3_EB0000=--------                              |  pink music=pinkmusic
1_0_1_4EB9_C9C_3_EB0000_0_0_0          |  Pink n Roll                                      |  4EB9_C9C_3_EB0000=--------                              |  pink n roll=pinknroll
1_0_1_A6_CB2C_16E_A00000_0_0_0         |  Pink&Roll                                        |  A6_CB2C_16E_A00000=--------                             |  pink&roll=pinknroll
1_0_2_A44_1A_2BE_1040000_0_0_0         |  Pishto                                           |  A44_1A_2BE_1040000=--------                             |  pishto=saudiinternationalradios
1_0_2_A45_0_0_DCA2FFC_0_0_0            |  Pishto                                           |  A45_0_0_DCA2FFC=--------                                |  pishto=saudiinternationalradios
1_0_2_A46_0_0_1042BDE_0_0_0            |  Pishto                                           |  A46_0_0_1042BDE=--------                                |  pishto=saudiinternationalradios
1_0_2_A46_1A_2BE_DCA0000_0_0_0         |  Pishto                                           |  A46_1A_2BE_DCA0000=--------                             |  pishto=saudiinternationalradios
1_0_1_1DBE_82D_2_11A0000_0_0_0         |  Pitaara                                          |  1DBE_82D_2_11A0000=--------                             |  pitaara=pitaarainternational
1_0_1_353_D1_1_3200000_0_0_0           |  Plan B                                           |  353_D1_1_3200000=--------                               |  plan b=--------
1_0_1_198_CA_1_3200000_0_0_0           |  Plan B HD                                        |  198_CA_1_3200000=--------                               |  plan b hd=--------
1_0_1_6EA_C544_16E_A00000_0_0_0        |  Planet TV                                        |  6EA_C544_16E_A00000=--------                            |  planet tv=planet
1_0_16_E5_2_1_1860000_0_0_0            |  Planeta Folk                                     |  E5_2_1_1860000=--------                                 |  planeta folk=planetafolk
1_0_1F_8C_B1_39E_1860000_0_0_0         |  Planeta Folk                                     |  8C_B1_39E_1860000=--------                              |  planeta folk=planetafolk
1_0_1_E7_13_3_130000_0_0_0             |  Planeta Folk                                     |  E7_13_3_130000=--------                                 |  planeta folk=planetafolk
1_0_19_CE_5_1_1860000_0_0_0            |  Planeta HD                                       |  CE_5_1_1860000=--------                                 |  planeta hd=planetahd
1_0_1F_81_B1_39E_1860000_0_0_0         |  Planeta HD                                       |  81_B1_39E_1860000=--------                              |  planeta hd=planetahd
1_0_1_CC_12_3_130000_0_0_0             |  Planeta HD                                       |  CC_12_3_130000=--------                                 |  planeta hd=planetahd
1_0_19_377E_44C_13E_820000_0_0_0       |  Planete+ HD                                      |  377E_44C_13E_820000=planeteplushd-lichoridas            |  planete+ hd=planeteplushd-lichoridas
1_0_19_37B0_44C_13E_820000_0_0_0       |  Planete+ HD                                      |  37B0_44C_13E_820000=planeteplushd-lichoridas            |  planete+ hd=planeteplushd-lichoridas
1_0_19_1B91_C88_3_EB0000_0_0_0         |  Play                                             |  1B91_C88_3_EB0000=--------                              |  play=play
1_0_16_1B95_C88_3_EB0000_0_0_0         |  Play Actie                                       |  1B95_C88_3_EB0000=--------                              |  play actie=playactie
1_0_16_5286_C96_3_EB0000_0_0_0         |  Play Fictie                                      |  5286_C96_3_EB0000=--------                              |  play fictie=playfictie
1_0_16_5287_C96_3_EB0000_0_0_0         |  Play Reality                                     |  5287_C96_3_EB0000=--------                              |  play reality=playreality
1_0_2_305_9D08_16E_A00000_0_0_0        |  Play radio                                       |  305_9D08_16E_A00000=--------                            |  play radio=playradio
1_0_2_5173_C8B_3_EB0000_0_0_0          |  Play radio                                       |  5173_C8B_3_EB0000=--------                              |  play radio=playradio
1_0_16_1833_C_55_300000_0_0_0          |  Playboy TV                                       |  1833_C_55_300000=--------                               |  playboy tv=playboytv
1_0_1_125D_2F_36_CE40000_0_0_0         |  Playboy TV                                       |  125D_2F_36_CE40000=--------                             |  playboy tv=playboytv
1_0_1_17C4_2F_36_CE40000_0_0_0         |  Playboy TV                                       |  17C4_2F_36_CE40000=--------                             |  playboy tv=playboytv
1_0_1_1F6_2134_9C_5A0000_0_0_0         |  Playboy TV                                       |  1F6_2134_9C_5A0000=--------                             |  playboy tv=playboytv
